YEAR,date,lat,lon,UID,SITE_ID,STATE,LOC_NAME,SITE_CLASS,AGGR_ECO3_2015,AGGR_ECO9_2015,ECO10,US_L3CODE_2015,US_L4CODE_2015,EPA_REG,WSAREA_NARS,tmean_day,ppt_day,tmean_year,ppt_year
2008,2008-09-09,45.65635515,-100.85083,11895,FW08SD023,SD,Grand River near Little Eagle SD,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,13655.2998,11.848000526428223,0,6.045833110809326,523.1300048828125
2008,2008-09-09,36.37562986,-84.25585243,12466,FW08TN002,TN,Unknown Stream,PROB,EHIGH,SAP,NA,69,69e,4,1.920600057,23.828001022338867,0.47999998927116394,12.619916915893555,1152.199951171875
2008,2008-09-09,35.21967274,-90.07277878,11709,FW08TN085,TN,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73a,6,2380860,25.795001983642578,1.4800000190734863,15.91308307647705,1427.8499755859375
2008,2008-09-09,31.76247549,-100.1404814,1331,FW08TX055,TX,Colorado River,PROB,PLNLOW,SPL,PL-RANGE,26,26c,6,35444.30078,25.684001922607422,40.90999984741211,18.379541397094727,519.21002197265625
2008,2008-09-09,38.18237181,-111.1541118,12247,FW08UT005,UT,Pleasant Creek,PROB,WMTNS,XER,XE-EPLAT,20,20c,8,196.720993,19.27400016784668,1.5299999713897705,9.66504192352295,153.58999633789063
2008,2008-09-09,47.67981642,-117.2171913,15844,FW08WA040,WA,Spokane River,PROB,WMTNS,WMT,MT-NROCK,15,15s,10,10213.7002,15.574000358581543,0,8.184916496276855,411.5400085449219
2008,2008-09-10,35.62598092,-89.87932863,11651,FW08AR010,AR,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73a,4,2373440,20.35500144958496,0.05999999865889549,15.388583183288574,1219.1700439453125
2008,2008-09-10,38.80836238,-121.6352071,10996,FW08CA035,CA,Feather River,PROB,WMTNS,XER,XE-CALIF,7,7e,9,15780.90039,19.269001007080078,0,16.40416717529297,365.1399841308594
2008,2008-09-10,40.82880459,-95.20484547,11230,FW08IA004,IA,West Tarkio Creek,PROB,PLNLOW,TPL,PL-NCULT,47,47e,7,87.13710022,12.393000602722168,0,9.00058364868164,1104.5899658203125
2008,2008-09-10,37.47039557,-88.09642161,14338,FW08KY017,KY,Ohio River,PROB,PLNLOW,TPL,NA,72,72a,4,370822,17.687000274658203,0,13.704999923706055,1513.4200439453125
2008,2008-09-10,47.16990604,-68.90735581,11813,FW08ME002,ME,Petite Brook,PROB,EHIGH,NAP,NA,58,58v,1,24.90180016,10.995000839233398,21.3700008392334,2.854875087738037,1184.8499755859375
2008,2008-09-10,31.98290897,-91.13957798,11464,FW08MS014,MS,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73a,4,2943460,27.21900177001953,0.029999999329447746,18.467500686645508,1759.800048828125
2008,2008-09-10,46.15890312,-112.9050686,11527,FW08MT054,MT,Lost Creek,PROB,WMTNS,WMT,MT-NROCK,17,17ak,8,67.64360046,11.421000480651855,0,5.263458251953125,387.9599914550781
2008,2008-09-10,47.97871399,-103.8252868,12013,FW08ND029,ND,Missouri River,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,423431,16.26300048828125,0,5.718999862670898,360.010009765625
2008,2008-09-10,47.84138495,-103.9660803,12037,FW08ND061,ND,Yellowstone River,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,179636,16.413000106811523,0,6.014791965484619,292.8800048828125
2008,2008-09-10,41.51664843,-81.22317665,12437,FW08OH007,OH,Beaver Creek,PROB,EHIGH,NAP,NA,61,61c,5,2.720890045,12.133000373840332,0,8.21220874786377,1433.47998046875
2008,2008-09-10,35.71768792,-96.37697902,13865,FW08OK035,OK,West Sandy Creek,PROB,PLNLOW,SPL,NA,29,29a,6,33.42570114,20.178001403808594,0.7599999904632568,15.146291732788086,1132.1600341796875
2008,2008-09-10,41.28870741,-77.34123227,12411,FW08PA023,PA,Pine Creek,PROB,EHIGH,NAP,NA,62,62d,3,2437.540039,14.672000885009766,5.349999904632568,8.49316692352295,1002.6099853515625
2008,2008-09-10,45.50981053,-101.0847823,11889,FW08SD022,SD,Tributary to High Bank Creek,PROB,PLNLOW,NPL,PL-RANGE,43,43a,8,69.96569824,14.517001152038574,0.25,6.414958477020264,625.8499755859375
2008,2008-09-10,36.49377313,-83.61879405,12487,FW08TN035,TN,Lonesome Valley Creek,PROB,EHIGH,SAP,NA,67,67f,4,1.987200022,22.058000564575195,2.759999990463257,12.88237476348877,1104.47998046875
2008,2008-09-10,37.85231882,-111.4473474,12264,FW08UT067,UT,Calf Creek,PROB,WMTNS,XER,XE-EPLAT,20,20e,8,10.37450027,17.617000579833984,0,10.460249900817871,215.41000366210937
2008,2008-09-10,44.68673685,-92.69128688,12130,FW08WI021,WI,Mississippi River,PROB,PLNLOW,UMW,NA,52,52b,5,114672,12.934000968933105,0,6.200416564941406,685.80999755859375
2008,2008-09-11,40.97146712,-107.0196069,11088,FW08CO017,CO,Middle Fork Little Snake River,PROB,WMTNS,WMT,MT-SROCK,21,21c,8,268.3039856,11.15000057220459,6.340000152587891,4.02133321762085,685.79998779296875
2008,2008-09-11,37.85027158,-89.33574472,11120,FW08IL028,IL,Beaucoup Creek,PROB,PLNLOW,TPL,NA,72,72j,5,1317.25,19.91900062561035,0,12.739166259765625,1315.260009765625
2008,2008-09-11,37.78139705,-88.03819192,14339,FW08KY013,KY,Ohio River,PROB,PLNLOW,TPL,NA,72,72a,4,364731,21.12700080871582,0,13.825666427612305,1553.260009765625
2008,2008-09-11,47.13182679,-67.89810129,11836,FW08ME013,ME,St. John River,PROB,EHIGH,NAP,NA,82,82a,1,21423.40039,8.456000328063965,0,3.6204586029052734,1279.3499755859375
2008,2008-09-11,42.82315902,-84.93878113,11207,FW08MI030,MI,Grand River-Portland,PROB,PLNLOW,UMW,NA,56,56g,5,3611.76001,14.129000663757324,0,8.269708633422852,974.8599853515625
2008,2008-09-11,44.80659498,-93.01162789,11311,FW08MN036,MN,Mississippi River,PROB,PLNLOW,UMW,NA,51,51a,5,94147.10156,16.610000610351563,2.6500000953674316,6.581707954406738,643.6199951171875
2008,2008-09-11,48.06337856,-100.9209377,11979,FW08ND003,ND,Souris River,PROB,PLNLOW,TPL,PL-NCULT,46,46g,8,15395.90039,13.641000747680664,0,3.4842917919158936,604.58001708984375
2008,2008-09-11,43.61498688,-122.7664621,11035,FW08OR043,OR,Tributary to Sharps Creek,PROB,WMTNS,WMT,MT-PNW,4,4a,10,4.406879902,16.619001388549805,0,9.471208572387695,1400.8599853515625
2008,2008-09-11,45.7710672,-101.2769944,11882,FW08SD010,SD,White Shirt Creek,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,105.0839996,15.505001068115234,1.7899999618530273,6.3282084465026855,525.92999267578125
2008,2008-09-11,36.45872528,-82.42141579,12468,FW08TN004,TN,Unknown Stream,PROB,EHIGH,SAP,NA,67,67f,4,5.8572402,23.418001174926758,6.460000038146973,13.205583572387695,987.1099853515625
2008,2008-09-11,35.67627519,-89.93772529,11710,FW08TN097,TN,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73a,6,2373440,23.690000534057617,0,15.520125389099121,1152.77001953125
2008,2008-09-12,37.59637606,-121.1287613,10999,FW08CA061,CA,Tuolumne River,PROB,WMTNS,XER,XE-CALIF,7,7m,9,4915.080078,23.01300048828125,0,17.32349967956543,249.3699951171875
2008,2008-09-12,37.52548104,-89.18786253,11106,FW08IL006,IL,Unnamed Waterbody,PROB,EHIGH,SAP,NA,71,71n,5,4.763740063,24.427001953125,0,12.933083534240723,1677.739990234375
2008,2008-09-12,37.8250353,-87.15127199,14342,FW08KY032,KY,Ohio River,PROB,PLNLOW,TPL,NA,72,72a,5,251635,23.928001403808594,4.699999809265137,13.58216667175293,1285.81005859375
2008,2008-09-12,44.42154531,-69.70560359,11838,FW08ME022,ME,Kennebec River,PROB,EHIGH,NAP,NA,82,82e,1,14043.59961,12.959000587463379,0,7.35337495803833,1402.4300537109375
2008,2008-09-12,42.54166704,-84.62802761,11208,FW08MI033,MI,Grand River--Caton Rapids,PROB,PLNLOW,UMW,NA,56,56g,5,1798.98999,17.61400032043457,3.450000047683716,8.366833686828613,1148.52001953125
2008,2008-09-12,46.76207893,-97.19333858,12014,FW08ND031,ND,Maple River,PROB,PLNLOW,TPL,PL-NCULT,48,48a,8,2661.870117,15.306000709533691,0,4.139249801635742,748.58001708984375
2008,2008-09-12,45.62072484,-102.3781605,11897,FW08SD043,SD,South Fork Grand River,PROB,PLNLOW,NPL,PL-RANGE,43,43a,8,3840.370117,13.265000343322754,0.18000000715255737,5.918499946594238,572.010009765625
2008,2008-09-12,36.52332745,-81.95672963,12470,FW08TN006,TN,Unknown,PROB,EHIGH,SAP,NA,66,66e,4,1.069200039,20.501001358032227,1.0800000429153442,11.194958686828613,1195.77001953125
2008,2008-09-13,33.88132106,-93.49051167,11299,FW08AR009,AR,Tribble Creek,PROB,PLNLOW,CPL,NA,35,35h,6,11.64280033,26.470001220703125,21.190000534057617,16.145292282104492,1697.0899658203125
2008,2008-09-13,37.85241965,-89.19182797,11118,FW08IL024,IL,Little Muddy River,PROB,PLNLOW,TPL,NA,72,72j,5,727.1779785,27.1820011138916,0,12.824333190917969,1335.9300537109375
2008,2008-09-13,43.05631052,-85.594206,11266,FW08MI019,MI,Grand River Belmont,PROB,PLNLOW,UMW,NA,56,56g,5,12405.7998,20.85500144958496,20.559999465942383,8.23670768737793,1160.5799560546875
2008,2008-09-13,46.70780273,-96.95316023,12041,FW08ND063,ND,Sheyenne River,PROB,PLNLOW,TPL,PL-NCULT,48,48a,8,12996.7998,16.341001510620117,2.1500000953674316,4.223875045776367,737.260009765625
2008,2008-09-13,43.1011809,-122.8297464,11039,FW08OR050,OR,West Creek,PROB,WMTNS,WMT,MT-PNW,4,4f,10,8.149499893,20.91400146484375,0,10.666375160217285,1044.1400146484375
2008,2008-09-13,35.67847269,-84.89154319,12477,FW08TN014,TN,Laurel Ford Branch,PROB,EHIGH,SAP,NA,68,68c,4,1.035899997,24.427001953125,0,13.918499946594238,1361.6400146484375
2008,2008-09-14,43.32695473,-86.00557496,11214,FW08MI042,MI,Muskegon River--Bridgeport,PROB,PLNLOW,UMW,NA,56,56d,5,6340.569824,20.547000885009766,28.530000686645508,7.746583461761475,1178.669921875
2008,2008-09-14,47.25021394,-96.84413008,12033,FW08ND055,ND,Red River,PROB,PLNLOW,TPL,PL-NCULT,48,48a,5,37517.60156,13.955000877380371,8.390000343322754,4.099124908447266,690.5
2008,2008-09-14,42.11546943,-79.26637037,11737,FW08NY064,NY,Chadakoin River,PROB,EHIGH,NAP,NA,61,61c,2,474.2829895,20.854000091552734,19.43000030517578,7.623249530792236,1256.7900390625
2008,2008-09-14,43.64952824,-124.0956116,11003,FW08OR001,OR,Wind Creek,PROB,WMTNS,WMT,MT-PNW,1,1b,10,6.208260059,15.214000701904297,0,10.178916931152344,1860.010009765625
2008,2008-09-14,35.39696378,-84.27655869,12471,FW08TN007,TN,Tellico River,PROB,EHIGH,SAP,NA,67,67f,4,350.3869934,25.44300079345703,0,14.884416580200195,1237.7900390625
2008,2008-09-15,38.81627171,-123.0111924,10995,FW08CA031,CA,Russian River,PROB,WMTNS,XER,XE-CALIF,6,6l,9,1606.400024,21.179000854492188,0,15.751083374023438,841.239990234375
2008,2008-09-15,38.61816614,-75.63092164,11317,FW08DE010,DE,Nanticoke River,PROB,PLNLOW,CPL,NA,63,63f,3,574.5949707,28.77800178527832,0,13.85824966430664,1050.8199462890625
2008,2008-09-15,42.61752156,-91.28994821,11250,FW08IA054,IA,Elk Creek,PROB,PLNLOW,UMW,NA,52,52b,7,38.75719833,14.38800048828125,2.0399999618530273,6.610208511352539,1277.6500244140625
2008,2008-09-15,39.89780307,-98.15767917,12192,FW08KS021,KS,White Rock Creek,PROB,PLNLOW,SPL,NA,27,27b,7,754.1329956,12.101000785827637,0,9.790749549865723,876.55999755859375
2008,2008-09-15,31.43106364,-91.50559281,11461,FW08LA152,LA,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73k,6,2947850,23.297000885009766,29.530000686645508,18.727916717529297,1474.1400146484375
2008,2008-09-15,44.501094,-69.67614081,11845,FW08ME026,ME,Kennebec River,PROB,EHIGH,NAP,NA,82,82e,1,13983.90039,18.670000076293945,6.78000020980835,7.256041526794434,1372.429931640625
2008,2008-09-15,43.42079117,-85.79339856,11217,FW08MI046,MI,Muskegon River--Newaygo,PROB,PLNLOW,UMW,NA,50,50ag,5,6127.240234,15.43600082397461,27.329999923706055,7.405375003814697,1110.22998046875
2008,2008-09-15,47.41435002,-111.4986355,11582,FW08MT031,MT,Missouri River,PROB,PLNLOW,NPL,PL-RANGE,42,42o,8,48029.5,13.559000968933105,0,7.020874977111816,396.989990234375
2008,2008-09-15,47.50223275,-97.33885713,12028,FW08ND027,ND,Goose River,PROB,PLNLOW,TPL,PL-NCULT,48,48a,8,2468.76001,11.176000595092773,0,3.1964166164398193,590.28997802734375
2008,2008-09-15,40.90225697,-96.60625678,12075,FW08NE060,NE,Unnamed,PROB,PLNLOW,TPL,PL-NCULT,47,47h,7,10.4907999,12.213000297546387,0,9.446457862854004,980.07000732421875
2008,2008-09-15,42.06590517,-78.46921921,11781,FW08NY032,NY,Allegheney River,PROB,EHIGH,NAP,NA,62,62d,2,3033.219971,21.59600067138672,3.559999942779541,7.439125061035156,1050.6199951171875
2008,2008-09-15,43.87510264,-123.5025807,11014,FW08OR006,OR,Siuslaw River,PROB,WMTNS,WMT,MT-PNW,1,1g,10,325.1679993,21.530000686645508,1.2200000286102295,10.731958389282227,1312.669921875
2008,2008-09-15,39.3065305,-110.4051738,12256,FW08UT026,UT,Price River,PROB,WMTNS,XER,XE-EPLAT,20,20b,8,4213.569824,19.641000747680664,0,10.166083335876465,162.260009765625
2008,2008-09-15,37.31028014,-80.68118278,12302,FW08VA018,VA,Walker Creek,PROB,EHIGH,SAP,NA,67,67f,3,809.2399902,23.927001953125,0.2800000011920929,11.267250061035156,854.75
2008,2008-09-15,43.82744814,-91.27192861,12134,FW08WI033,WI,Mississippi River,PROB,PLNLOW,UMW,NA,52,52b,5,161191,14.188000679016113,0.9399999976158142,7.114833354949951,940.66998291015625
2008,2008-09-16,38.67542306,-121.4471954,11937,FW08CA004,CA,Dry Creek,PROB,WMTNS,XER,XE-CALIF,7,7a,9,5061.540039,23.09200096130371,0,16.607542037963867,380.9599914550781
2008,2008-09-16,40.31843895,-123.771013,11000,FW08CA063,CA,Eel River,PROB,WMTNS,WMT,MT-PNW,78,78q,9,5787.759766,24.11400032043457,0,12.872124671936035,1255.56005859375
2008,2008-09-16,42.56080476,-90.94028977,11239,FW08IA017,IA,Middle Fork Little Maquoketa River,PROB,PLNLOW,UMW,NA,52,52b,7,34.90359879,11.15000057220459,0,6.732833385467529,1253.1700439453125
2008,2008-09-16,31.08965612,-91.59474249,11460,FW08LA104,LA,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73k,6,2952280,20.448001861572266,0,19.23662567138672,1698.070068359375
2008,2008-09-16,44.89177673,-70.38442132,11815,FW08ME004,ME,Orbeton Stream,PROB,EHIGH,NAP,NA,58,58p,1,107.5719986,16.43600082397461,0,5.0345001220703125,1702.4300537109375
2008,2008-09-16,43.67562743,-85.46990525,11221,FW08MI057,MI,Muskegon River--Big Rapids,PROB,PLNLOW,UMW,NA,50,50af,5,4521.47998,10.205000877380371,0,6.793041706085205,1056.5799560546875
2008,2008-09-16,47.45160978,-111.3012823,11543,FW08MT043,MT,Missouri River above Great Falls,PROB,PLNLOW,NPL,PL-RANGE,42,42o,8,53986.10156,17.924001693725586,0,7.370625019073486,413.7200012207031
2008,2008-09-16,48.11971126,-97.17403442,12021,FW08ND039,ND,Turtle River,PROB,PLNLOW,TPL,PL-NCULT,48,48a,8,1382.349976,15.970001220703125,0,3.09708309173584,631.8900146484375
2008,2008-09-16,42.44906515,-102.9989592,12065,FW08NE013,NE,Niobrara River,PROB,PLNLOW,SPL,PL-NCULT,25,25d,7,3870.439941,15.152000427246094,0,7.763916492462158,425.4599914550781
2008,2008-09-16,42.08065107,-78.42363433,11739,FW08NY030,NY,Olean Creek,PROB,EHIGH,NAP,NA,62,62d,2,542.96698,14.041000366210937,1.2100000381469727,7.43149995803833,1028.949951171875
2008,2008-09-16,41.20853605,-80.81059067,12449,FW08OH027,OH,Mahoning River,PROB,EHIGH,NAP,NA,61,61c,5,1577.050049,15.131000518798828,0,8.987541198730469,1117.6500244140625
2008,2008-09-16,44.14641093,-122.5770456,11046,FW08OR058,OR,McKenzie River,PROB,WMTNS,WMT,MT-PNW,4,4a,10,2313.330078,20.74300193786621,0,9.635416984558105,2077.570068359375
2008,2008-09-16,43.41349596,-98.87786433,11879,FW08SD005,SD,Platte Creek,PROB,PLNLOW,NPL,PL-RANGE,42,42f,8,1542.300049,15.827000617980957,0,7.681583404541016,607.3699951171875
2008,2008-09-16,38.37090635,-110.7567233,12259,FW08UT051,UT,Fremont River,PROB,WMTNS,XER,XE-EPLAT,20,20b,8,4947.430176,20.69300079345703,0,12.43737506866455,130.02000427246094
2008,2008-09-16,43.66726986,-91.25875336,12164,FW08WI049,WI,Mississippi River,PROB,PLNLOW,UMW,NA,52,52b,5,167004,13.470000267028809,0,7.331958293914795,986.09002685546875
2008,2008-09-16,39.00317964,-81.98420894,14241,FW08WV026,WV,Ohio River,PROB,EHIGH,SAP,NA,70,70a,5,104093,17.80900001525879,0,11.739707946777344,1232.6900634765625
2008,2008-09-16,38.96766688,-82.09232311,14242,FW08WV030,WV,Ohio River,PROB,EHIGH,SAP,NA,70,70b,5,104565,17.62700080871582,0,11.818124771118164,1237.760009765625
2008,2008-09-17,39.07659754,-106.0063979,11097,FW08CO038,CO,South Fork South Platte River,PROB,WMTNS,WMT,MT-SROCK,21,21f,8,222.220993,10.367000579833984,0,2.6150832176208496,383.2200012207031
2008,2008-09-17,40.67346652,-95.31217703,11235,FW08IA011,IA,West Tarkio Creek,PROB,PLNLOW,TPL,PL-NCULT,47,47e,7,177.6239929,18.032001495361328,0,9.319666862487793,1004.4199829101562
2008,2008-09-17,30.99722189,-91.64244891,11459,FW08LA100,LA,Lower Mississippi River,PROB,PLNLOW,CPL,NA,73,73k,6,2952410,20.112001419067383,0,19.329042434692383,1666.1300048828125
2008,2008-09-17,43.49885449,-70.4642289,12583,FW08ME019,ME,Saco River,PROB,EHIGH,NAP,NA,59,59f,1,4361.370117,12.02400016784668,0,8.424958229064941,1721.9000244140625
2008,2008-09-17,48.43887135,-97.43963034,12019,FW08ND035,ND,Park River,PROB,PLNLOW,TPL,PL-NCULT,48,48a,8,1742.329956,15.250000953674316,0,3.093625068664551,655.33001708984375
2008,2008-09-17,35.97105437,-106.604984,12402,FW08NM001,NM,San Antonio Creek,PROB,WMTNS,WMT,MT-SROCK,21,21j,6,153.7630005,9.812000274658203,0.38999998569488525,4.537500381469727,644.75
2008,2008-09-17,44.49070934,-122.8137154,11022,FW08OR016,OR,South Santiam River,PROB,WMTNS,WMT,MT-PNW,3,3b,10,1643.869995,20.625001907348633,0,10.753791809082031,1069.449951171875
2008,2008-09-17,43.91601196,-99.81948746,11920,FW08SD061,SD,Medicine Creek,PROB,PLNLOW,NPL,PL-RANGE,43,43f,8,1194.219971,20.917001724243164,0,8.044500350952148,524.33001708984375
2008,2008-09-17,44.5204035,-101.9940786,11908,FW08SD063,SD,Cheyenne River,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,55224,20.226001739501953,0,7.689083576202393,688.8699951171875
2008,2008-09-17,39.3616375,-111.043714,12251,FW08UT010,UT,Huntington Creek,PROB,WMTNS,XER,XE-EPLAT,20,20c,8,523.0939941,16.976001739501953,0,7.070541858673096,222.61000061035156
2008,2008-09-17,46.79931424,-121.0911253,12361,FW08WA046,WA,Rattlesnake Creek,PROB,WMTNS,WMT,MT-PNW,9,9a,10,167.6459961,20.466001510620117,0,6.006458282470703,734.60003662109375
2008,2008-09-17,42.53136557,-90.6411818,12132,FW08WI029,WI,Mississippi River,PROB,PLNLOW,UMW,NA,52,52b,7,211634,16.988000869750977,0,7.960999965667725,1126.3599853515625
2008,2008-09-18,41.31852852,-123.5279597,10994,FW08CA020,CA,Klamath River,PROB,WMTNS,WMT,MT-PNW,78,78i,9,29282.09961,19.641000747680664,0,13.318541526794434,1298.5599365234375
2008,2008-09-18,40.87133759,-94.91030404,11238,FW08IA016,IA,East Nodaway River,PROB,PLNLOW,TPL,PL-NCULT,47,47f,7,660.992981,19.091001510620117,0,8.962541580200195,1131.3499755859375
2008,2008-09-18,44.00308603,-70.09860987,11840,FW08ME027,ME,Androscoggin River,PROB,EHIGH,NAP,NA,82,82f,1,8565.379883,12.838000297546387,0,6.757166862487793,1587.68994140625
2008,2008-09-18,48.92108636,-98.07484771,11961,FW08ND007,ND,Pembina River,PROB,PLNLOW,TPL,PL-NCULT,46,46a,8,6646.080078,14.607000350952148,0,1.8819166421890259,608.30999755859375
2008,2008-09-18,39.46602863,-81.48059021,12446,FW08OH021,OH,Muskingum River,PROB,EHIGH,SAP,NA,70,70a,5,20798.09961,17.746000289916992,0,11.29020881652832,1127.6300048828125
2008,2008-09-18,35.74930919,-97.13433409,13064,FW08OK023,OK,Bear Creek,PROB,PLNLOW,SPL,NA,29,29a,6,254.8899994,18.7450008392334,0,15.322166442871094,886.1199951171875
2008,2008-09-18,36.17931198,-105.8292194,12114,FW08RNM9030,NM,Embudo Creek,HAND,WMTNS,XER,XE-EPLAT,22,22h,6,697.0360107,14.987000465393066,0,9.748708724975586,370.92999267578125
2008,2008-09-18,44.04587612,-99.15812818,11921,FW08SD057,SD,Elm Creek near Gann Valley,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,924.2490234,20.957000732421875,0,7.054749965667725,762.07000732421875
2008,2008-09-18,37.88508397,-79.15866411,12295,FW08VA001,VA,Little Mary's Creek,PROB,EHIGH,SAP,NA,66,66a,3,0.638100028,15.066000938415527,0,10.4417085647583,1068.3699951171875
2008,2008-09-18,42.65911347,-90.80700842,12138,FW08WI053,WI,Mississippi River,PROB,PLNLOW,UMW,NA,52,52b,7,209388,19.694000244140625,0,7.796249866485596,1277.179931640625
2008,2008-09-19,41.45639606,-123.9355648,10998,FW08CA056,CA,Klamath River,PROB,WMTNS,WMT,MT-PNW,1,1i,9,38656.89844,13.133000373840332,0,11.993457794189453,1956.949951171875
2008,2008-09-19,36.59767554,-106.5008687,12274,FW08NM002,NM,Rio Nutrias,PROB,WMTNS,WMT,MT-SROCK,21,21d,6,52.44490051,12.78800106048584,0.3499999940395355,6.442333221435547,373.94000244140625
2008,2008-09-19,48.83914242,-98.00571028,11962,FW08RND9033,ND,Little South Pembina River,HAND,PLNLOW,TPL,PL-NCULT,46,46a,8,416.1210022,19.100000381469727,0,2.083083391189575,638.52001953125
2008,2008-09-19,43.82175326,-99.45185123,11887,FW08SD020,SD,Big Creek near Oacoma SD,PROB,PLNLOW,NPL,PL-RANGE,43,43c,8,58.1344986,21.951000213623047,0,7.718916893005371,664.969970703125
2008,2008-09-20,34.42724497,-92.38033902,11303,FW08AR008,AR,Railroad Branch,PROB,PLNLOW,CPL,NA,35,35a,6,3.10255003,22.769001007080078,0.41999998688697815,16.181875228881836,1606.1400146484375
2008,2008-09-20,41.53926058,-123.5267321,10997,FW08CA040,CA,Klamath River,PROB,WMTNS,WMT,MT-PNW,78,78i,9,27045.19922,15.220000267028809,0,12.86079216003418,1388.8800048828125
2008,2008-09-20,43.43990417,-70.55629768,11814,FW08ME003,ME,Kennebunk River,PROB,EHIGH,NAP,NA,59,59f,1,63.53590012,6.997000217437744,0,8.26187515258789,1658.280029296875
2008,2008-09-20,36.93108889,-105.7356703,12116,FW08RNM9060,NM,Rio Grande,HAND,WMTNS,XER,XE-EPLAT,22,22f,6,12809.2998,11.505000114440918,1.840000033378601,5.502416610717773,211.86000061035156
2008,2008-09-21,41.84331069,-122.8997348,11002,FW08CA068,CA,Klamath River,PROB,WMTNS,WMT,MT-PNW,78,78g,9,22427.69922,14.398000717163086,0,11.5597505569458,471.04998779296875
2008,2008-09-21,45.56509173,-92.79529833,11309,FW08MN031,MN,St. Croix River,PROB,PLNLOW,UMW,NA,51,51k,5,15178.7002,16.84800148010254,0,4.970375061035156,633.6199951171875
2008,2008-09-21,48.82919437,-100.0674,11963,FW08RND9138,ND,Willow Creek,HAND,PLNLOW,TPL,PL-NCULT,46,46d,8,288.5559998,13.012001037597656,1.25,1.9707084894180298,529.03997802734375
2008,2008-09-22,42.913511,-94.05752706,11342,FW08IA052,IA,Prairie Creek,PROB,PLNLOW,TPL,PL-NCULT,47,47b,7,242.9660034,19.404001235961914,0,6.7023749351501465,959.94000244140625
2008,2008-09-22,37.85231964,-97.94179319,12197,FW08KS040,KS,North Fork Ninnescah River,PROB,PLNLOW,SPL,NA,27,27d,7,2204.790039,21.580001831054688,0,12.367583274841309,924.1400146484375
2008,2008-09-22,45.29728822,-93.57205091,11335,FW08MN019,MN,Mississippi River,PROB,PLNLOW,UMW,NA,51,51h,5,35808,18.862001419067383,0,5.940583229064941,603.97998046875
2008,2008-09-22,45.909362110000004,-111.5668902,11530,FW08MT062,MT,Jefferson River,PROB,WMTNS,WMT,MT-NROCK,17,17w,8,24772.09961,11.333000183105469,1.6399999856948853,6.61899995803833,184.66000366210937
2008,2008-09-22,41.02829168,-83.21294985,12448,FW08OH024,OH,Sandusky River,PROB,PLNLOW,TPL,NA,55,55a,5,2007.099976,19.154001235961914,0,9.827291488647461,1075.199951171875
2008,2008-09-22,34.83934394,-98.3059952,13157,FW08OK020,OK,Little Tony Creek,PROB,PLNLOW,SPL,NA,27,27o,6,21.05900002,21.6510009765625,0,15.956500053405762,731.3499755859375
2008,2008-09-22,34.92254042,-99.11120133,13066,FW08OK044,OK,Elk Creek,PROB,PLNLOW,SPL,NA,27,27h,6,1402.280029,22.927001953125,0,16.170042037963867,676.739990234375
2008,2008-09-22,37.10205212,-81.04267722,12305,FW08VA030,VA,Walker Creek,PROB,EHIGH,SAP,NA,67,67f,3,128.0579987,15.396000862121582,0,9.891583442687988,969.780029296875
2008,2008-09-22,42.79337016,-72.52476763,12347,FW08VT006,VT,Connecticut River,PROB,EHIGH,NAP,NA,59,59a,1,16197.7998,15.747000694274902,0,8.141875267028809,1503.18994140625
2008,2008-09-23,39.90521376,-121.0465597,11946,FW08CA075,CA,Little Schneider Creek,PROB,WMTNS,WMT,MT-PNW,5,5d,9,2.718899965,16.053001403808594,0,11.522749900817871,775.5999755859375
2008,2008-09-23,40.68790173,-93.96833011,11251,FW08IA055,IA,South Elk Creek,PROB,PLNLOW,TPL,NA,40,40a,7,5.365859985,20.71000099182129,0,8.790249824523926,1342.8800048828125
2008,2008-09-23,41.51647365,-90.30615738,11123,FW08IL031,IL,Rock River--Moline,PROB,PLNLOW,TPL,NA,72,72d,5,23777.19922,21.07200050354004,0,9.147916793823242,1186.1500244140625
2008,2008-09-23,45.23426325,-93.49636425,11310,FW08MN035,MN,Mississippi River,PROB,PLNLOW,UMW,NA,51,51h,5,44749.89844,20.645000457763672,3.009999990463257,5.811458587646484,616.58001708984375
2008,2008-09-23,39.09748535,-94.3516648,12720,FW08MO036,MO,Unknown,PROB,PLNLOW,TPL,PL-NCULT,47,47f,7,4.969799995,21.769001007080078,0,11.789667129516602,1342.5
2008,2008-09-23,45.14160685,-109.039941,11505,FW08MT002,MT,Bear Creek near Belfry,PROB,PLNLOW,NPL,PL-RANGE,43,43v,8,110.2839966,10.320000648498535,0,7.060208320617676,236.67999267578125
